Course Name,Access,Year Built,Rating,Number of Reviews,Pct Recommend,Club ID,Course ID,Full Address,Address,City,State,Zip,Address,City,State,St abbrv,Zip,Latitude,Longitude,Accuracy Score,Accuracy Type
Bentwood Municipal Golf Course,Municipal/Semi-Private,1988,,,0%,6873,7552,"Hwy 75 No, Climax, Minnesota 56523, Polk County",Hwy 75 No,Climax,Minnesota,56523,Hwy 75 No,Climax,Minnesota,MN,56523,47.610836,-96.814728,1,street_center
Big Lake Golf Club,N/A,N/A,,,0%,6874,7553,"780 Cary Rd, Cloquet, Minnesota 55720, Carlton County",780 Cary Rd,Cloquet,Minnesota,55720,780 Cary Rd,Cloquet,Minnesota,MN,55720,46.716055,-92.617761,1,rooftop
Cloquet Country Club,Private,1923,,,0%,6875,7554,"400 Country Club Dr, Cloquet, Minnesota 55720, Carlton County",400 Country Club Dr,Cloquet,Minnesota,55720,400 Country Club Dr,Cloquet,Minnesota,MN,55720,46.720265,-92.476643,1,rooftop
Sugar Lake Lodge - Sugarbrooke Golf Course,Resort,1993,4.9,15,100.00%,6876,7555,"37584 Otis Ln, Cohasset, Minnesota 55721, Itasca County",37584 Otis Ln,Cohasset,Minnesota,55721,37584 Otis Ln,Cohasset,Minnesota,MN,55721,47.164256,-93.647854,1,rooftop
Cokato Town & Country Club,Semi-Private,1929,,,0%,6877,7556,"15256 Hwy 12 SW , Cokato, Minnesota 55321, Wright County",15256 Hwy 12 SW,Cokato,Minnesota,55321,15256 Hwy 12 SW,Cokato,Minnesota,MN,55321,45.0804226,-94.200393,0.8,ROOFTOP
Rich Spring Golf Club,Public,1962,4.1,7,94.40%,6878,7557,"17467 Fairway Circle, Cold Spring, Minnesota 56320, Stearns County",17467 Fairway Circle,Cold Spring,Minnesota,56320,17467 Fairway Circle,Cold Spring,Minnesota,MN,56320,45.446044,-94.470356,1,rooftop
River Oaks Golf Course,Public,1990,,,0%,6879,7558,"23742 County Rd 2, Cold Spring, Minnesota 56320, Stearns County",23742 County Rd 2,Cold Spring,Minnesota,56320,23742 County Rd 2,Cold Spring,Minnesota,MN,56320,45.4686759,-94.4203623,0.33,RANGE_INTERPOLATED
Eagle Ridge Golf Course,Public,1996,4,1,100.00%,6880,7559,"1 Green Way, Coleraine, Minnesota 55722, Itasca County",1 Green Way,Coleraine,Minnesota,55722,1 Green Way,Coleraine,Minnesota,MN,55722,47.2782623,-93.4308494,0.33,ROOFTOP
Vermilion Fairways Golf Club,Semi-Private,1966,,,0%,6881,7560,"2407 Vermilion Dr, Cook, Minnesota 55723, Saint Louis County",2407 Vermilion Dr,Cook,Minnesota,55723,2407 Vermilion Dr,Cook,Minnesota,MN,55723,47.898529,-92.6607,1,rooftop
East/West at Bunker Hills Golf Course,Public,1968,4,1,100.00%,6882,7561,"Hwy 242 & Foley Blvd, Coon Rapids, Minnesota 55448, Anoka County",Hwy 242 & Foley Blvd,Coon Rapids,Minnesota,55448,Hwy 242 & Foley Blvd,Coon Rapids,Minnesota,MN,55448,45.1679457,-93.276673,0.71,GEOMETRIC_CENTER
Executive at Bunker Hills Golf Course,Public,1974,4,1,100.00%,6882,7562,"Hwy 242 & Foley Blvd, Coon Rapids, Minnesota 55448, Anoka County",Hwy 242 & Foley Blvd,Coon Rapids,Minnesota,55448,Hwy 242 & Foley Blvd,Coon Rapids,Minnesota,MN,55448,45.1679457,-93.276673,0.71,GEOMETRIC_CENTER
North/East at Bunker Hills Golf Course,Public,1968,4,1,100.00%,6882,7563,"Hwy 242 & Foley Blvd, Coon Rapids, Minnesota 55448, Anoka County",Hwy 242 & Foley Blvd,Coon Rapids,Minnesota,55448,Hwy 242 & Foley Blvd,Coon Rapids,Minnesota,MN,55448,45.1679457,-93.276673,0.71,GEOMETRIC_CENTER
North/West at Bunker Hills Golf Course,Public,1968,4,1,100.00%,6882,7564,"Hwy 242 & Foley Blvd, Coon Rapids, Minnesota 55448, Anoka County",Hwy 242 & Foley Blvd,Coon Rapids,Minnesota,55448,Hwy 242 & Foley Blvd,Coon Rapids,Minnesota,MN,55448,45.1679457,-93.276673,0.71,GEOMETRIC_CENTER
Shamrock Golf Club,Semi-Private,1974,4,3,100.00%,6883,7565,"19625 Larkin Rd, Corcoran, Minnesota 55340, Hennepin County",19625 Larkin Rd,Corcoran,Minnesota,55340,19625 Larkin Rd,Corcoran,Minnesota,MN,55340,45.087387,-93.536903,1,rooftop
River Oaks Municipal Golf Course,Public/Municipal,1992,4.5,2,100.00%,6884,7566,"11099 Hwy 61 S, Cottage Grove, Minnesota 55016, Washington County",11099 Hwy 61 S,Cottage Grove,Minnesota,55016,11099 Hwy 61 S,Cottage Grove,Minnesota,MN,55016,44.789867,-92.885506,1,rooftop
Cottonwood Country Club,Semi-Private,1976,,,0%,6885,7567,"233 Shoreview Dr, Cottonwood, Minnesota 56229, Lyon County",233 Shoreview Dr,Cottonwood,Minnesota,56229,233 Shoreview Dr,Cottonwood,Minnesota,MN,56229,44.612239,-95.687207,1,range_interpolation
Minakwa Country Club,Semi-Private,1923,5,1,100.00%,6886,7568,"901 W Fisher Ave, Crookston, Minnesota 56716, Polk County",901 W Fisher Ave,Crookston,Minnesota,56716,901 W Fisher Ave,Crookston,Minnesota,MN,56716,47.7870333,-96.6185586,0.9,ROOFTOP
Crosswoods Golf Course - Highnoon/Sunset,Public,2016,4.2,5,100.00%,6887,7569,"County Rd 3, Crosslake, Minnesota 56442, Crow Wing County",County Rd 3,Crosslake,Minnesota,56442,County Rd 3,Crosslake,Minnesota,MN,56442,46.67734,-94.112783,1,place
Crosswoods Golf Course - Par-3 Course,Public,2005,4.2,5,100.00%,6887,7570,"County Rd 3, Crosslake, Minnesota 56442, Crow Wing County",County Rd 3,Crosslake,Minnesota,56442,County Rd 3,Crosslake,Minnesota,MN,56442,46.67734,-94.112783,1,place
Crosswoods Golf Course - Sunrise/Highnoon,Public,2016,4.2,5,100.00%,6887,7571,"County Rd 3, Crosslake, Minnesota 56442, Crow Wing County",County Rd 3,Crosslake,Minnesota,56442,County Rd 3,Crosslake,Minnesota,MN,56442,46.67734,-94.112783,1,place
Crosswoods Golf Course - Sunset/Sunrise,Public,1985,4.2,5,100.00%,6887,7572,"County Rd 3, Crosslake, Minnesota 56442, Crow Wing County",County Rd 3,Crosslake,Minnesota,56442,County Rd 3,Crosslake,Minnesota,MN,56442,46.67734,-94.112783,1,place
Stalker Lake Golf Course,Public,1965,4.3,3,100.00%,6888,7573,"15786 Golf Course Road, Dalton, Minnesota 56324, Otter Tail County",15786 Golf Course Road,Dalton,Minnesota,56324,15786 Golf Course Road,Dalton,Minnesota,MN,56324,46.191846,-95.828762,1,rooftop
Dawson Golf Club,Semi-Private,1928,,,0%,6889,7574,"15th St & Locust Ave, Dawson, Minnesota 56232, Lac Qui Parle County",15th St & Locust Ave,Dawson,Minnesota,56232,15th St & Locust Ave,Dawson,Minnesota,MN,56232,44.931475,-96.065951,0.81,ROOFTOP
Daytona Country Club,Public,1975,4.1,59,98.40%,6890,7575,"14730 Lawndale Ln No, Dayton, Minnesota 55327, Hennepin County",14730 Lawndale Ln No,Dayton,Minnesota,55327,14730 Lawndale Ln No,Dayton,Minnesota,MN,55327,45.222988,-93.50042,0.9,ROOFTOP
Hayden Hills Executive Golf Course,Public,1972,3,2,50.00%,6891,7576,"13150 Deerwood Ln No, Dayton, Minnesota 55327, Hennepin County",13150 Deerwood Ln No,Dayton,Minnesota,55327,13150 Deerwood Ln No,Dayton,Minnesota,MN,55327,45.193762,-93.431654,0.9,ROOFTOP
Blueberry Hills Country Club,Public,1973,,,0%,6892,7577,"44510 Golf Course Rd, Deer River, Minnesota 56636, Itasca County",44510 Golf Course Rd,Deer River,Minnesota,56636,44510 Golf Course Rd,Deer River,Minnesota,MN,56636,47.362546,-93.781655,1,rooftop
Cuyuna Rolling Hills,Semi-Private,1923,3.6,8,100.00%,6893,7578,"24410 State Highway 210, Deerwood, Minnesota 56444, Crow Wing County",24410 State Highway 210,Deerwood,Minnesota,56444,24410 State Highway 210,Deerwood,Minnesota,MN,56444,46.479204,-93.886416,1,rooftop
Ruttger's Bay Lake Lodge - Alec's Nine Course,Resort,1921,,,0%,6894,7579,"25039 Tame Fish Lake Rd, Deerwood, Minnesota 56444, Crow Wing County",25039 Tame Fish Lake Rd,Deerwood,Minnesota,56444,25039 Tame Fish Lake Rd,Deerwood,Minnesota,MN,56444,46.409167,-93.872165,1,rooftop
Ruttger's Bay Lake Lodge - Lakes Course,Resort,1977,,,0%,6894,7580,"25039 Tame Fish Lake Rd, Deerwood, Minnesota 56444, Crow Wing County",25039 Tame Fish Lake Rd,Deerwood,Minnesota,56444,25039 Tame Fish Lake Rd,Deerwood,Minnesota,MN,56444,46.409167,-93.872165,1,rooftop
Dellwood Country Club,Private,1970,4.7,2,100.00%,6895,7581,"29 E Hwy 96, Dellwood, Minnesota 55110, Washington County",29 E Hwy 96,Dellwood,Minnesota,55110,29 E Hwy 96,Dellwood,Minnesota,MN,55110,45.106768,-92.975704,1,rooftop
White Bear Yacht Club,Private,1912,5,3,100.00%,6896,7582,"56 Dellwood Ave, Dellwood, Minnesota 55110, Ramsey County",56 Dellwood Ave,Dellwood,Minnesota,55110,56 Dellwood Ave,Dellwood,Minnesota,MN,55110,45.089884,-92.974072,1,rooftop
Detroit Country Club - Lakeview Course,Semi-Private,1980,4,1,100.00%,6897,7583,"24591 County Highway 22, Detroit Lakes, Minnesota 56501, Becker County",24591 County Highway 22,Detroit Lakes,Minnesota,56501,24591 County Highway 22,Detroit Lakes,Minnesota,MN,56501,46.760282,-95.889493,1,rooftop
Detroit Country Club - Pine to Palm Course,Semi-Private,1916,4,1,100.00%,6897,7584,"24591 County Highway 22, Detroit Lakes, Minnesota 56501, Becker County",24591 County Highway 22,Detroit Lakes,Minnesota,56501,24591 County Highway 22,Detroit Lakes,Minnesota,MN,56501,46.760282,-95.889493,1,rooftop
Fair Hills Resort - Fair Hills Executive Course,Resort,1928,,,0%,6898,7585,"24270 Co Hwy 20, Detroit Lakes, MN 56501",24270 Co Hwy 20,Detroit Lakes,Minnesota,56501,24270 Co Hwy 20,Detroit Lakes,Minnesota,MN,56501,46.71623,-95.991617,1,rooftop
Forest Hills RV & Golf Resort,Resort,1995,4.9,16,100.00%,6899,7586,"22931 185th St, Detroit Lakes, Minnesota 56501, Becker County",22931 185th St,Detroit Lakes,Minnesota,56501,22931 185th St,Detroit Lakes,Minnesota,MN,56501,46.839269,-95.923453,1,rooftop
Wildflower Golf Course,Resort,1993,4.2,4,100.00%,6900,7587,"19790 County Highway 20, Detroit Lakes, MN 56501",19790 County Highway 20,Detroit Lakes,Minnesota,56501,19790 County Highway 20,Detroit Lakes,Minnesota,MN,56501,46.717818,-95.991483,1,rooftop
Dodge Country Club,Semi-Private,1960,4,1,100.00%,6901,7588,"18187 County Road 34, Dodge Center, Minnesota 55927, Dodge County",18187 County Road 34,Dodge Center,Minnesota,55927,18187 County Road 34,Dodge Center,Minnesota,MN,55927,44.038705,-92.8757782,0.33,ROOFTOP
Double Eagle Golf Club,Semi-Private,1983,,,0%,6902,7589,"31886 County Rd 3, Eagle Bend, Minnesota 56446, Todd County",31886 County Rd 3,Eagle Bend,Minnesota,56446,31886 County Rd 3,Eagle Bend,Minnesota,MN,56446,46.0903733,-95.0371288,0.33,ROOFTOP
Valley Golf Course,Semi-Private,1971,,,0%,6903,7590,"2407 River Road, East Grand Forks, Minnesota 56721, Polk County",2407 River Road,East Grand Forks,Minnesota,56721,2407 River Road,East Grand Forks,Minnesota,MN,56721,47.9505154,-97.0424145,0.5,ROOFTOP
Bearpath Golf & Country Club,Private,1996,5,1,100.00%,6904,7591,"18100 Bearpath Trl, Eden Prairie, Minnesota 55347, Hennepin County",18100 Bearpath Trl,Eden Prairie,Minnesota,55347,18100 Bearpath Trl,Eden Prairie,Minnesota,MN,55347,44.843135,-93.505931,1,rooftop
Bent Creek Golf Club,Private,1972,5,1,100.00%,6905,7592,"14490 Valley View Rd, Eden Prairie, Minnesota 55344, Hennepin County",14490 Valley View Rd,Eden Prairie,Minnesota,55344,14490 Valley View Rd,Eden Prairie,Minnesota,MN,55344,44.872202,-93.460812,1,rooftop
Olympic Hills Golf Club,Private,1969,5,1,100.00%,6906,7593,"10625 Mount Curve Rd, Eden Prairie, Minnesota 55347, Hennepin County",10625 Mount Curve Rd,Eden Prairie,Minnesota,55347,10625 Mount Curve Rd,Eden Prairie,Minnesota,MN,55347,44.829744,-93.414673,1,rooftop
Braemar Golf Course - Championship,Public/Municipal,2019,3.2,10,70.00%,6907,7594,"6364 John Harris Dr, Edina, Minnesota 55439, Hennepin County",6364 John Harris Dr,Edina,Minnesota,55439,6364 John Harris Dr,Edina,Minnesota,MN,55439,44.867174,-93.384284,1,rooftop
Braemar Golf Course - Executive,Public/Municipal,1987,3.2,10,70.00%,6907,7595,"6364 John Harris Dr, Edina, Minnesota 55439, Hennepin County",6364 John Harris Dr,Edina,Minnesota,55439,6364 John Harris Dr,Edina,Minnesota,MN,55439,44.867174,-93.384284,1,rooftop
Edina Country Club,Private,1923,,,0%,6908,7596,"5100 Wooddale Ave, Edina, Minnesota 55424, Hennepin County",5100 Wooddale Ave,Edina,Minnesota,55424,5100 Wooddale Ave,Edina,Minnesota,MN,55424,44.910794,-93.340481,1,rooftop
Interlachen Country Club,Private,1911,,,0%,6909,7597,"6200 Interlachen Blvd, Edina, Minnesota 55436, Hennepin County",6200 Interlachen Blvd,Edina,Minnesota,55436,6200 Interlachen Blvd,Edina,Minnesota,MN,55436,44.915307,-93.379771,1,rooftop
Tipsinah Mounds Golf Course,Semi-Private,1982,4.8,25,100.00%,6910,7598,"15185 Golf Course Rd. , Elbow Lake, MN 56531",15185 Golf Course Rd.,Elbow Lake,Minnesota,56531,15185 Golf Course Rd.,Elbow Lake,Minnesota,MN,56531,46.00708,-95.876727,1,rooftop
Elk River Country Club,Semi-Private,1960,4.4,71,96.60%,6911,7599,"20015 Elk Lake Rd, Elk River, Minnesota 55330, Sherburne County",20015 Elk Lake Rd,Elk River,Minnesota,55330,20015 Elk Lake Rd,Elk River,Minnesota,MN,55330,45.3326127,-93.5973575,0.9,ROOFTOP
Pinewood Golf Course,Public,0,4,4,100.00%,6912,7600,"18150 Waco St NW, Elk River, Minnesota 55330, Sherburne County",18150 Waco St NW,Elk River,Minnesota,55330,18150 Waco St NW,Elk River,Minnesota,MN,55330,45.300304,-93.630991,1,rooftop
Boulder Pointe Golf Club,Public,2002,4,48,92.20%,6913,7601,"9575 Glenborough Dr, Elko MN 55020",9575 Glenborough Dr,Elko,Minnesota,55020,9575 Glenborough Dr,Elko,Minnesota,MN,55020,44.558735,-93.328755,1,rooftop
Minn-Iowa Golf Course,Semi-Private,1971,,,0%,6914,7602,"2346 US Highway 169, Elmore, Minnesota 56027, Olmsted County",2346 US Highway 169,Elmore,Minnesota,56027,2346 US Highway 169,Elmore,Minnesota,MN,56027,43.518686,-94.087533,1,range_interpolation
Ely Golf Club,Semi-Private,1950,4.9,7,100.00%,6915,7603,"901 S Central Ave, Ely, Minnesota 55731, Saint Louis County",901 S Central Ave,Ely,Minnesota,55731,901 S Central Ave,Ely,Minnesota,MN,55731,47.893948,-91.867142,1,range_interpolation
Championship at Emily Greens Golf Course,Public,1997,,,0%,6916,7604,"39966 Refuge Rd , Emily, Minnesota 56447, Crow Wing County",39966 Refuge Rd,Emily,Minnesota,56447,39966 Refuge Rd,Emily,Minnesota,MN,56447,46.730702,-93.98729,1,range_interpolation
Executive at Emily Greens Golf Course,Public,1983,,,0%,6917,7605,"39966 Refuge Rd, Emily, Minnesota 56447, Crow Wing County",39966 Refuge Rd,Emily,Minnesota,56447,39966 Refuge Rd,Emily,Minnesota,MN,56447,46.730702,-93.98729,1,range_interpolation
Pheasant Links,Resort,1960,,,0%,6918,7606,"124 Arrowhead Dr, Emmons, Minnesota 56029, Freeborn County",124 Arrowhead Dr,Emmons,Minnesota,56029,124 Arrowhead Dr,Emmons,Minnesota,MN,56029,43.512876,-93.476058,1,range_interpolation
Oak Lake Golf Course,Semi-Private,1984,,,0%,6919,7607,"23146 347th Street SE, Erskine, Minnesota 56535, Polk County",23146 347th Street SE,Erskine,Minnesota,56535,23146 347th Street SE,Erskine,Minnesota,MN,56535,47.661111,-95.980797,1,rooftop
Pine Ridge Golf Course,Public,1996,,,0%,6920,7608,"13955 County Road 16 NW, Evansville MN 56326-8311",13955 County Road 16 NW,Evansville,Minnesota,56326,13955 County Road 16 NW,Evansville,Minnesota,MN,56326,46.0377827,-95.6099193,0.33,ROOFTOP
Eveleth Municipal Golf Course,Public/Municipal,1930,,,0%,6921,7609,"4276 Golf Course Road, Eveleth, Minnesota 55734, Saint Louis County",4276 Golf Course Road,Eveleth,Minnesota,55734,4276 Golf Course Road,Eveleth,Minnesota,MN,55734,47.429627,-92.519728,1,rooftop
Mayflower Country Club,Semi-Private,1969,,,0%,6922,7610,"Hwy 4 S, Fairfax, Minnesota 55332, Renville County",Hwy 4 S,Fairfax,Minnesota,55332,Hwy 4 S,Fairfax,Minnesota,MN,55332,44.486248,-94.71507,1,street_center
Interlaken Golf Club,Private,1919,,,0%,6923,7611,"277 E. Amber Lake Drive, Fairmont, Minnesota 56031, Martin County",277 E. Amber Lake Drive,Fairmont,Minnesota,56031,277 E. Amber Lake Drive,Fairmont,Minnesota,MN,56031,43.605092,-94.467868,1,range_interpolation
Rose Lake Golf Club,Semi-Private,1957,5,2,100.00%,6924,7612,"2456 104th Street, Fairmont, Minnesota 56031, Martin County",2456 104th Street,Fairmont,Minnesota,56031,2456 104th Street,Fairmont,Minnesota,MN,56031,43.632424,-94.379971,1,range_interpolation
University of Minnesota Les Bolstad Golf Course,Public,1929,4,1,100.00%,6925,7613,"2275 Larpenteur Ave W, Falcon Heights, Minnesota 55113, Ramsey County",2275 Larpenteur Ave W,Falcon Heights,Minnesota,55113,2275 Larpenteur Ave W,Falcon Heights,Minnesota,MN,55113,44.99228,-93.195755,1,rooftop
Faribault Golf & Country Club,Semi-Private,1956,,,0%,6926,7614,"1700 NW 17th St, Faribault, Minnesota 55021, Rice County",1700 NW 17th St,Faribault,Minnesota,55021,1700 NW 17th St,Faribault,Minnesota,MN,55021,44.30921,-93.294508,1,rooftop
Golf at the Legacy,Public,1998,4.5,90,99.00%,6927,7615,"1515 Shumway Ave, Faribault, Minnesota 55021, Rice County",1515 Shumway Ave,Faribault,Minnesota,55021,1515 Shumway Ave,Faribault,Minnesota,MN,55021,44.308483,-93.254219,1,rooftop
Straight River Golf Course,Public,1998,,,0%,6928,7616,"23442 Cates Ave, Faribault, Minnesota 55021, Rice County",23442 Cates Ave,Faribault,Minnesota,55021,23442 Cates Ave,Faribault,Minnesota,MN,55021,44.249111,-93.233476,1,rooftop
Fountain Valley Golf Club,Public,1978,3,,0%,6929,7617,"2830 220th St W, Farmington, Minnesota 55024, Dakota County",2830 220th St W,Farmington,Minnesota,55024,2830 220th St W,Farmington,Minnesota,MN,55024,44.628574,-93.122413,1,rooftop
Southern Hills Golf Course,Public,1991,4.1,46,87.20%,6930,7618,"18950 Chippendale Ave, Farmington, Minnesota 55024, Dakota County",18950 Chippendale Ave,Farmington,Minnesota,55024,18950 Chippendale Ave,Farmington,Minnesota,MN,55024,44.674214,-93.133792,1,rooftop
Pebble Lake Golf Club,Public,1941,3,2,50.00%,6931,7619,"1918 Pebble Lake Golf Dr, Fergus Falls, Minnesota 56537, Otter Tail County",1918 Pebble Lake Golf Dr,Fergus Falls,Minnesota,56537,1918 Pebble Lake Golf Dr,Fergus Falls,Minnesota,MN,56537,46.248105,-96.04138,1,rooftop
Sandhill River Golf Club,Semi-Private,1997,4,1,100.00%,6932,7620,"44203 State Highway 32 South, Fertile, Minnesota 56540, Polk County",44203 State Highway 32 South,Fertile,Minnesota,56540,44203 State Highway 32 South,Fertile,Minnesota,MN,56540,47.526505,-96.281696,1,rooftop
Fairways at Howard's Barn,Public,1971,,,0%,6933,7621,"16711 County Highway 1, Fifty Lakes, Minnesota 56448",16711 County Highway 1,Fifty Lakes,Minnesota,56448,16711 County Highway 1,Fifty Lakes,Minnesota,MN,56448,46.7378123,-94.0533423,0.33,RANGE_INTERPOLATED
Golden Eagle Golf Club,Semi-Private,2001,3.8,4,75.00%,6934,7622,"16146 W Eagle Lake Rd, Fifty Lakes, MN 56448",16146 W Eagle Lake Rd,Fifty Lakes,Minnesota,56448,16146 W Eagle Lake Rd,Fifty Lakes,Minnesota,MN,56448,46.758587,-94.065258,1,rooftop
Retreat Golf Club,Public,1999,,,0%,6935,7623,"10761 Highway 2, Floodwood MN 55736-8408",10761 Highway 2,Floodwood,Minnesota,55736,10761 Highway 2,Floodwood,Minnesota,MN,55736,46.853552,-92.81261,1,rooftop
Stone Creek Golf Club,Public,1998,,,0%,6936,7624,"13050 65th St NE, Foley, Minnesota 56329, Benton County",13050 65th St NE,Foley,Minnesota,56329,13050 65th St NE,Foley,Minnesota,MN,56329,45.662445,-93.892718,1,rooftop
Castlewood Golf Course,Public,1920,3.7,2,100.00%,6937,7625,"7050 Scandia Trl No, Forest Lake, Minnesota 55025, Washington County",7050 Scandia Trl No,Forest Lake,Minnesota,55025,7050 Scandia Trl No,Forest Lake,Minnesota,MN,55025,45.262003,-92.9621256,0.9,ROOFTOP
Forest Hills Golf Club,Private,1961,4.8,21,98.90%,6938,7626,"7530 210th St No, Forest Lake, Minnesota 55025, Washington County",7530 210th St No,Forest Lake,Minnesota,55025,7530 210th St No,Forest Lake,Minnesota,MN,55025,45.2525342,-92.9515457,0.9,ROOFTOP
Tanners Brook Golf Club,Public,2000,3.8,78,83.20%,6939,7627,"5810 N 190th St, Forest Lake MN 55025",5810 N 190th St,Forest Lake,Minnesota,55025,5810 N 190th St,Forest Lake,Minnesota,MN,55025,45.226774,-92.989452,1,rooftop
Eagle's Landing Golf Club,Public,2000,4.2,2,100.00%,6940,7628,"14825 263rd St, Fort Ripley MN 56449-2015",14825 263rd St,Fort Ripley,Minnesota,56449,14825 263rd St,Fort Ripley,Minnesota,MN,56449,46.142841,-94.350664,1,range_interpolation
Fosston Golf Club,Public/Municipal,1965,,,0%,6941,7629,"32132 US Highway 2 SE, Fosston, Minnesota 56542, Polk County",32132 US Highway 2 SE,Fosston,Minnesota,56542,32132 US Highway 2 SE,Fosston,Minnesota,MN,56542,47.590826,-95.787256,1,rooftop
Frazee Golf Course,Public,1964,4.2,6,100.00%,6942,7630,"34482 State Hwy. 87, Frazee, Minnesota 56544, Becker County",34482 State Hwy. 87,Frazee,Minnesota,56544,34482 State Hwy. 87,Frazee,Minnesota,MN,56544,46.734068,-95.679223,1,rooftop
Maple Hills Golf Club,Public,1976,1,,0%,6943,7631,"12561 Maple Hills Dr. , Frazee, Minnesota 56544, Becker County",12561 Maple Hills Dr.,Frazee,Minnesota,56544,12561 Maple Hills Dr.,Frazee,Minnesota,MN,56544,46.754122,-95.773963,1,rooftop
Mount Frontenac Golf Course,Public,1985,5,1,100.00%,6944,7632,"32420 Ski Rd, Frontenac, Minnesota 55026, Goodhue County",32420 Ski Rd,Frontenac,Minnesota,55026,32420 Ski Rd,Frontenac,Minnesota,MN,55026,44.51396,-92.385081,1,rooftop
Town & Country Golf Course,Public,1992,,,0%,6945,7633,"Hwy 59, Fulda, Minnesota 56131, Murray County",Hwy 59,Fulda,Minnesota,56131,Hwy 59,Fulda,Minnesota,MN,56131,43.886846,-95.594204,1,street_center
Garrison Creek Golf Course,Public,1974,,,0%,6946,7634,"9933 U.S. 169, Garrison, Minnesota 56450, Crow Wing County",9933 U.S. 169,Garrison,Minnesota,56450,9933 U.S. 169,Garrison,Minnesota,MN,56450,46.300458,-93.820334,1,rooftop
Northwood Hills Golf Course,Semi-Private,1969,4.3,5,100.00%,6947,7635,"18517 Captive Lake Rd, Garrison, Minnesota 56450, Mille Lacs County",18517 Captive Lake Rd,Garrison,Minnesota,56450,18517 Captive Lake Rd,Garrison,Minnesota,MN,56450,46.226685,-93.79627,1,range_interpolation
Eshquaguma Country Club,Private,1915,,,0%,6948,7636,"6469 White Pine Ln, Gilbert, Minnesota 55741, Saint Louis County",6469 White Pine Ln,Gilbert,Minnesota,55741,6469 White Pine Ln,Gilbert,Minnesota,MN,55741,47.462099,-92.36459,1,rooftop
Glencoe Country Club,Semi-Private,1955,4.2,65,97.40%,6949,7637,"1325 E 1St St, Glencoe, Minnesota 55336, Mc Leod County",1325 E 1St St,Glencoe,Minnesota,55336,1325 E 1St St,Glencoe,Minnesota,MN,55336,44.7610467,-94.1442544,0.9,ROOFTOP
Minnewaska Golf Course,Semi-Private,1927,,,0%,6950,7638,"23516 Dero Dr., Glenwood, Minnesota 56334, Pope County",23516 Dero Dr.,Glenwood,Minnesota,56334,23516 Dero Dr.,Glenwood,Minnesota,MN,56334,45.661195,-95.419233,1,range_interpolation
Pezhekee National Golf Course,Resort,1967,,,0%,6951,7639,"20000 S Lakeshore Dr, Glenwood, Minnesota 56334, Pope County",20000 S Lakeshore Dr,Glenwood,Minnesota,56334,20000 S Lakeshore Dr,Glenwood,Minnesota,MN,56334,45.614412,-95.411461,1,rooftop
Brookview Golf Course,Public,1927,4,5,91.70%,6952,7640,"200 Brookview Pkwy, Golden Valley, Minnesota 55426, Hennepin County",200 Brookview Pkwy,Golden Valley,Minnesota,55426,200 Brookview Pkwy,Golden Valley,Minnesota,MN,55426,44.9800194,-93.38153,0.9,ROOFTOP
Brookview Par-3 Golf Course,Public,1977,4,5,91.70%,6952,7641,"200 Brookview Pkwy, Golden Valley, Minnesota 55426, Hennepin County",200 Brookview Pkwy,Golden Valley,Minnesota,55426,200 Brookview Pkwy,Golden Valley,Minnesota,MN,55426,44.9800194,-93.38153,0.9,ROOFTOP
Golden Valley Golf & Country Club,Private,1914,4,2,50.00%,6953,7642,"7001 Golden Valley Rd, Golden Valley, MN 55427, Hennepin County",7001 Golden Valley Rd,Golden Valley,Minnesota,55427,7001 Golden Valley Rd,Golden Valley,Minnesota,MN,55427,44.987615,-93.36695,1,rooftop
Theodore Wirth Golf Course,Municipal,1916,1.7,,0%,6954,7643,"1301 Theodore Wirth Pkwy, Golden Valley, Minnesota 55422, Hennepin County",1301 Theodore Wirth Pkwy,Golden Valley,Minnesota,55422,1301 Theodore Wirth Pkwy,Golden Valley,Minnesota,MN,55422,44.992427,-93.323361,1,rooftop
Theodore Wirth Par-3 Golf Course,Municipal,1958,1.7,,0%,6955,7644,"1325 Theodore Wirth Pkwy, Golden Valley, Minnesota 55422, Hennepin County",1325 Theodore Wirth Pkwy,Golden Valley,Minnesota,55422,1325 Theodore Wirth Pkwy,Golden Valley,Minnesota,MN,55422,44.990854,-93.326681,1,rooftop
Graceville Golf Club,Semi-Private,1918,,,0%,6956,7645,"23315 County Highway 18, Graceville, Minnesota 56240, Big Stone County",23315 County Highway 18,Graceville,Minnesota,56240,23315 County Highway 18,Graceville,Minnesota,MN,56240,45.553921,-96.44022,1,rooftop
Gunflint Hills Municipal Golf Club,Public/Municipal,1942,,,0%,6957,7646,"1181 Golf Course Rd, Grand Marais, Minnesota 55604, Cook County",1181 Golf Course Rd,Grand Marais,Minnesota,55604,1181 Golf Course Rd,Grand Marais,Minnesota,MN,55604,47.790411,-90.322522,1,rooftop
Pokegama Golf Course,Public,1927,4,1,100.00%,6958,7647,"3910 Golf Course Rd, Grand Rapids, Minnesota 55744, Itasca County",3910 Golf Course Rd,Grand Rapids,Minnesota,55744,3910 Golf Course Rd,Grand Rapids,Minnesota,MN,55744,47.204399,-93.574069,1,rooftop
