Club ID,Formatted Address,Address,Lat,Lng,Precisions
8355,"955 Route 27, Somerset, New Jersey, 08873","955 NJ-27, Somerset, NJ 08873, USA",40.4788,-74.489634,ROOFTOP
8363,"1108 Morris Tnpk, Summit, New Jersey, 07902","1108 Morris Turnpike, Short Hills, NJ 07078, USA",40.7365155,-74.3567124,ROOFTOP
8366,"273 E Cedar Ln, Teaneck, New Jersey, 07666","273 E Cedar Ln, Teaneck, NJ 07666, USA",40.8810979,-73.9972058,RANGE_INTERPOLATED
8379,"1770 Route 34, Wall, New Jersey, 07719","1770 NJ-34, Wall Township, NJ 07719, USA",40.1812222,-74.1120341,ROOFTOP
8381,"1 Heritage Cir, Waretown, New Jersey, 08758","1 Heritage Cir, Waretown, NJ 08758, USA",39.7855057,-74.2226763,ROOFTOP
8385,"600 Mountain Blvd, Watchung, New Jersey, 07060","600 Mountain Blvd, Watchung, NJ 07069, USA",40.6251009,-74.4718543,ROOFTOP
8389,"209 Totowa Rd, Wayne, New Jersey, 07470","209 Totowa Rd, Wayne, NJ 07470, USA",40.918807,-74.2303306,ROOFTOP
8400,"845 Woodlane Rd, Westampton, New Jersey, 08060","845 Woodlane Rd, Westampton, NJ 08060, USA",40.0120008,-74.7941399,ROOFTOP
8406,"887 S Mays Landing Rd, Winslow, New Jersey, 08037","887 Mays Landing Rd, Hammonton, NJ 08037, USA",39.628395,-74.868634,ROOFTOP
8412,"250 Rainmaker Dr, Alto, New Mexico, 88312","250 Rainmaker Dr, Alto, NM 88312, USA",33.4332369,-105.5897972,ROOFTOP
8417,"26th & Richey Avenue, Artesia, New Mexico, 88210","W Richey Ave & N 26th St, Artesia, NM 88210, USA",32.8571503,-104.4298752,GEOMETRIC_CENTER
8420,"105 Olds Dr, Cannon Afb, New Mexico, 88103","Olds Dr, Cannon AFB, NM 88103, USA",34.4012178,-103.3202577,GEOMETRIC_CENTER
8422,"Princeton and Water, Clayton, New Mexico, 88415","Water St & Princeton Ave, Clayton, NM 88415, USA",36.4508247,-103.1634898,GEOMETRIC_CENTER
8431,"115 St Rd 399, Española, New Mexico, 87532","115 NM-399, Española, NM 87532, USA",35.960362,-106.052914,ROOFTOP
8432,"9434 State Highway 8, Eunice, New Mexico, 88231","9434 NM-8, Eunice, NM 88231, USA",32.5082763,-103.2617444,RANGE_INTERPOLATED
8434,"2101 Sunrise Pkwy, Farmington, New Mexico, 87402","2101 Sunrise Pkwy, Farmington, NM 87401, USA",36.769485,-108.181846,ROOFTOP
8436,"1109 Susan St, Gallup, New Mexico, 87301","1109 Susan Ave, Gallup, NM 87301, USA",35.5127355,-108.7199569,ROOFTOP
8440,"151 W Gate Ave, Holloman Afb, New Mexico, 88330","151 W Gate Ave, Holloman AFB, NM 88330, USA",32.8275408,-106.0855372,ROOFTOP
8442,"64 Country Rd 6520, Kirtland, New Mexico, 87417","64 Rd 6520, Kirtland, NM 87417, USA",36.7502284,-108.3733282,ROOFTOP
8444,"3000 Herb Wimberly Dr, Las Cruces, New Mexico, 88003","3000 Herb Wimberly Dr, Las Cruces, NM 88011, USA",32.2864015,-106.7257211,ROOFTOP
8451,"287 Carrizo Canyon Road, Mescalero , New Mexico, 88340","287 Carrizo Canyon Rd, Mescalero, NM 88340, USA",33.2950103,-105.6896087,ROOFTOP
8455,"1 Country Club Dr, Rociada, New Mexico, 87742","1 Lodge Rd, Rociada, NM 87742, USA",35.8252332,-105.400881,ROOFTOP
8464,"288 Prairie Star Road, Santa Ana Pueblo, New Mexico, 87004","288 Prairie Star Rd, Santa Ana Pueblo, NM 87004, USA",35.3354491,-106.562654,ROOFTOP
8465,"1301 Tuyuna Trail, Santa Ana Pueblo, New Mexico, 87004","1301 Tuyuna Trail, Bernalillo, NM 87004, USA",35.3538844,-106.5480952,GEOMETRIC_CENTER
8467,"9 Golf Course Rd, Silver City, New Mexico, 88062","9 Golf Course Rd, Silver City, NM 88061, USA",32.7359093,-108.2686706,ROOFTOP
8468,"1 Canyon Rd, Socorro, New Mexico, 87801","1 Canyon Rd, Socorro, NM 87801, USA",34.0671326,-106.9136751,ROOFTOP
8471,"685 Marie St, Truth or Consequences, New Mexico, 87901","685 Marie St, Truth or Consequences, NM 87901, USA",33.1421224,-107.2573604,RANGE_INTERPOLATED
8472,"4465-C Route 66, Tucumcari, New Mexico, 88401","4465 Rte 66, Tucumcari, NM 88401, USA",35.1719269,-103.679924,RANGE_INTERPOLATED
8485,"13822 N Rd, Alden, New York, 14004","13822 N Rd, Alden, NY 14004, USA",42.9224872,-78.4709986,ROOFTOP
8495,"3575 Tonawanda Creek Rd, Amherst, New York, 14228","3575 Tonawanda Creek Rd, Buffalo, NY 14228, USA",43.0829684,-78.7334169,ROOFTOP
8503,"N Mountain Dr, Ardsley On Hudson, New York, 10522","N Mountain Dr, Greenburgh, NY 10522, USA",41.0226313,-73.8582755,GEOMETRIC_CENTER
8509,"58 Golf Course Rd, Au Sable Forks, New York, 12912","58 Golf Course Rd, Au Sable Forks, NY 12912, USA",44.4474238,-73.6712264,ROOFTOP
8561,"1040 Scuttle Hole Road, Bridgehampton, New York, 11932","1040 Scuttle Hole Rd, Water Mill, NY 11976, USA",40.9452208,-72.3310358,RANGE_INTERPOLATED
8562,"1180 Millstone Rd, Bridgehampton, New York, 11932","1180 Millstone Rd, Sag Harbor, NY 11963, USA",40.9786749,-72.3390132,ROOFTOP
8563,"3556 Montauk Highway, Bridgehampton, New York, 11932","3556 Montauk Hwy, Sagaponack, NY 11962, USA",40.9447724,-72.2647261,ROOFTOP
8589,"154 Golf Club Rd, Canajoharie, New York, 13317","154 Golf Club Rd, Canajoharie, NY 13317, USA",42.8667405,-74.615215,ROOFTOP
8597,"185 Simpson Road, Carmel, New York, 10512","185 John Simpson Rd, Carmel Hamlet, NY 10512, USA",41.4306289,-73.654164,ROOFTOP
8599,"1803 State Highway 10, Caroga Lake, New York, 12032","1803 NY-10, Caroga Lake, NY 12032, USA",43.1593003,-74.4877092,RANGE_INTERPOLATED
8606,"3711 Number 9 Rd, Cazenovia, New York, 13035","3711 Number 9 Rd, Cazenovia, NY 13035, USA",42.902115,-75.8432459,ROOFTOP
8610,"647 CR 37, Central Square, New York, 13036","647 County Rd 37, Central Square, NY 13036, USA",43.2415023,-76.1333169,RANGE_INTERPOLATED
8615,"4731 W Lake Rd, Chautauqua, New York, 14722","4731 W Lake Rd, Mayville, NY 14757, USA",42.20329,-79.470525,ROOFTOP
8616,"255 Sonwil Dr, Cheektowaga, New York, 14225","255 Sonwil Dr, Cheektowaga, NY 14225, USA",42.9280974,-78.714218,ROOFTOP
8620,"6200 Cheese Factory Rd, Chittenango, New York, 13037","6200 Old Cheese Factory Rd, Manlius, NY 13104, USA",43.023819,-75.8975324,ROOFTOP
8629,"295 Route 217, Claverack, New York, 12513","295 NY-217, Claverack, NY 12513, USA",42.235277,-73.695194,ROOFTOP
8644,"East Gate Drive, Cold Spring Harbor, New York, 11724","E Gate Dr, New York 11743, USA",40.8298322,-73.445393,GEOMETRIC_CENTER
8649,"Rockland Lake State Park Route 9W, Congers, New York, 10920","Rockland Lake State Park, 299 Rockland Lake Rd, Valley Cottage, NY 10989, USA",41.1459934,-73.9212133,ROOFTOP
8652,"274 Under Mountain Rd, Copake, New York, 12516","274 Under Mountain Rd, Copake, NY 12516, USA",42.059606,-73.515858,ROOFTOP
8653,"1027 Clubhouse Ct, Coram, New York, 11727","1027 Clubhouse Ct, Coram, NY 11727, USA",40.8601687,-73.0103353,ROOFTOP
8663,"44 Golf Course Rd, Craryville, New York, 12521","44 Golf Course Rd, Craryville, NY 12521, USA",42.152638,-73.602929,ROOFTOP
8666,"305 Cases Lane Ext, Cutchogue, New York, 11935","305 Cases Ln, Cutchogue, NY 11935, USA",41.0041684,-72.4845409,ROOFTOP
8670,"1230 Mariposa Rd, De Ruyter, New York, 13052","1230 Mariposa Rd, Deruyter, NY 13052, USA",42.7290505,-75.8212183,RANGE_INTERPOLATED
8674,"4105 Carlowden Road, Denmark, New York, 13619","4105 Carlowden Rd, Carthage, NY 13619, USA",43.8961013,-75.596029,ROOFTOP
8676,"5687 East Lake Road, Dewittville, New York, 14757","5687 E Lake Rd, Dewittville, NY 14728, USA",42.2455033,-79.4612654,ROOFTOP
8677,"16541 County Route 59, Dexter, New York, 13634","County Rte 59, New York 13052, USA",42.826638,-75.894611,GEOMETRIC_CENTER
8696,"6601 Rt 25A, Northern Boulevard , East Norwich, New York, 11732","6601 Northern Blvd, East Norwich, NY 11732, USA",40.8518325,-73.5221472,ROOFTOP
8706,"1200 Long Island Ave, Edgewood, New York, 11717","1200 Long Island Ave, Brentwood, NY 11717, USA",40.7736877,-73.2842942,RANGE_INTERPOLATED
8708,"354 Route 5 West, Elbridge, New York, 13060","354 NY-5, Elbridge, NY 13060, USA",43.0238845,-76.4778189,ROOFTOP
8718,"200 Knollwood Road Ext, Elmsford, New York, 10523","200 Knollwood Rd Ext, Elmsford, NY 10523, USA",41.050734,-73.802123,ROOFTOP
8722,"4344 9 Mile Point Rd, Fairport, New York, 14450","4344 Nine Mile Point Road, Fairport, NY 14450, USA",43.1191176,-77.439874,ROOFTOP
8726,"4335 Dean School Rd, Falconer, New York, 14733","4335 Dean School Rd, Falconer, NY 14733, USA",42.1913772,-79.1636413,RANGE_INTERPOLATED
8728,"1 Long Island Ave, Farmingdale, New York, 11735","1 Long Island Ave, Farmingdale, NY 11735, USA",40.7470605,-73.3863897,ROOFTOP
8730,"1 Long Island Ave, Farmingdale, New York, 11735","1 Long Island Ave, Farmingdale, NY 11735, USA",40.7470605,-73.3863897,ROOFTOP
8732,"7900 Green Lakes Rd, Fayetteville, New York, 13078","7900 Green Lakes Rd, Fayetteville, NY 13066, USA",43.0582439,-75.9714287,ROOFTOP
8735,"1405 Old Rd, Findley Lake, New York, 14736","1405 Old Rd, Clymer, NY 14724, USA",42.0736815,-79.7427912,ROOFTOP
8737,"Ettrick Ave, Fishers Island, New York, 06390","Ettrick Ave, Fishers Island, NY 06390, USA",41.259903,-72.0163752,GEOMETRIC_CENTER
8738,"387 Rte 9, Fishkill, New York, 12524","387 U.S. 9, Fishkill, NY 12524, USA",41.5169077,-73.8971557,ROOFTOP
8739,"27286 Grand Central Pkwy, Floral Park, New York, 11005","27286 Grand Central Pkwy, Little Neck, NY 11362, USA",40.7592801,-73.7151975,RANGE_INTERPOLATED
8740,"100 Flushing Meadows Corona Park, Flushing, New York, 11368","100 Flushing Meadow Corona Pk, Flushing, NY 11368, USA",40.7516624,-73.8417459,ROOFTOP
8741,"165-14 Booth Memorial Ave, Flushing, New York, 11365","16415 Booth Memorial Ave, Fresh Meadows, NY 11365, USA",40.7423532,-73.8000144,ROOFTOP
8745,"69 E Rd, Fort Edward, New York, 12828","69 E Rd, Fort Edward, NY 12828, USA",43.2729456,-73.5667982,RANGE_INTERPOLATED
8746,"2258 NY-5, Fort Johnson, New York, 12070","2258 NY-5, Fort Johnson, NY 12070, USA",42.9600732,-74.2646754,ROOFTOP
8755,"5797 Jockey Street, Galway, New York, 12325","5797 Jockey St, Galway, NY 12074, USA",43.0464612,-73.9933339,ROOFTOP
8766,"1238 Route 9-H, Ghent, New York, 12075","1238 NY-9H, Ghent, NY 12075, USA",42.2999423,-73.7104081,ROOFTOP
8768,"30 St Andrews Ln, Glen Cove, New York, 11542","30 St Andrews Ln, Glen Cove, NY 11542, USA",40.8697749,-73.6163235,ROOFTOP
8775,"1503 State Highway 29, Broadalbin, New York, 12078","1503 NY-29, Gloversville, NY 12078, USA",43.0482081,-74.2413773,ROOFTOP
8782,"150 River Rd, Great River, New York, 11739","150 River Rd, Great River, NY 11739, USA",40.7133696,-73.1435828,ROOFTOP
8784,"5025 Rural Route 25, Greenport, New York, 11944","NY-25, Greenport, NY, USA",41.1033861,-72.3594859,GEOMETRIC_CENTER
8795,"4681 Hurst Rd, Guilderland Center, New York, 12085","4681 Hurst Rd, Altamont, NY 12009, USA",42.7098999,-73.9693339,RANGE_INTERPOLATED
8796,"5 Park Avenue Ext, Hadley, New York, 12835","5 Park Ave, Hadley, NY 12835, USA",43.3044043,-73.8350987,ROOFTOP
8805,"123 N St, Harrison, New York, 10528","123 North St, Harrison, NY 10528, USA",40.9856207,-73.7066111,ROOFTOP
8806,"3737 Route 196, Hartford, New York, 12838","3737 NY-196, Fort Ann, NY 12827, USA",43.352526,-73.4304609,ROOFTOP
8808,"10 Old Jackson Ave, Hastings-on-Hudson, New York, 10706","10 Old Jackson Ave, Hastings-On-Hudson, NY 10706, USA",40.9936888,-73.8480736,ROOFTOP
8813,"350 Taylor Rd, Heuvelton, New York, 13654","350 Taylor Rd, Ogdensburg, NY 13669, USA",44.6232619,-75.450131,ROOFTOP
8814,"1300 Club Dr, Hewlett Harbor, New York, 11557","1300 Club Dr, Hewlett, NY 11557, USA",40.6331331,-73.6882288,ROOFTOP
8817,"161 S St, Highland, New York, 12528","161 South St, Highland, NY 12528, USA",41.7192019,-74.0490529,ROOFTOP
8818,"161 S St, Highland, New York, 12528","161 South St, Highland, NY 12528, USA",41.7192019,-74.0490529,ROOFTOP
8819,"161 S St, Highland, New York, 12528","161 South St, Highland, NY 12528, USA",41.7192019,-74.0490529,ROOFTOP
8831,"15 Washington Drive, Huntington, New York, 11743","15 Washington Dr, Huntington, NY 11743, USA",40.8874102,-73.3900982,ROOFTOP
8847,"129 Fox Run Drive, Johnstown, New York, 12095","129 County Hwy 142A, Johnstown, NY 12095, USA",42.997978,-74.316512,ROOFTOP
8850,"202 County Route 32, Kinderhook, New York, 12106","202 Co Rd 32, Valatie, NY 12184, USA",42.4733883,-73.6738947,ROOFTOP
8851,"1309 Clearview Road, King Ferry, New York, 13081","1309 Clearview Rd, King Ferry, NY 13081, USA",42.659787,-76.658237,ROOFTOP
8859,"16 Fairway Dr, Kirkwood, New York, 13795","16 Fairway Drive, Kirkwood, NY 13795, USA",42.088761,-75.824217,ROOFTOP
8860,"4693 Cherry Valley Tpk, Lafayette, New York, 13084","4693 Cherry Valley Turnpike, Lafayette, NY 13084, USA",42.911524,-76.189002,ROOFTOP
8864,"141 Country Club Way, Lake Placid, New York, 12946","141 Country Club Ln, Lake Placid, NY 12946, USA",44.2498168,-73.945965,ROOFTOP
8865,"88 Morningside Dr, Lake Placid, New York, 12046","88 Morningside Dr, Lake Placid, NY 12946, USA",44.281949,-73.978323,ROOFTOP
8867,"Hamilton Lake Rd, Lake Pleasant, New York, 12108","Hamilton Lake Rd, Lake Pleasant, NY 12108, USA",43.4469923,-74.392072,GEOMETRIC_CENTER
8876,"125 Cedarview Rd, Lansing, New York, 14882","125 Cedar View Rd, Lansing, NY 14882, USA",42.6240024,-76.6340553,ROOFTOP
8892,"100 Route 202, Lincolndale, New York, 10540","100 US-202, Lincolndale, NY 10540, USA",41.3185399,-73.71671,ROOFTOP
8893,"330 Rabbit Path Rd, Lisle, New York, 13777","330 Rabbit Path Rd, Lisle, NY 13797, USA",42.278204,-76.026982,ROOFTOP
8901,"717 E Ave, Lockport, New York, 14094","717 East Ave, Lockport, NY 14094, USA",43.181343,-78.664744,ROOFTOP
8924,"1941 Route 11, Mannsville, New York, 13661","1941 US-11, Mannsville, NY 13661, USA",43.693357,-76.065984,ROOFTOP
8925,"2 Country Club Dr, Manorville, New York, 11949","2 Country Club Dr, Manorville, NY 11949, USA",40.8375299,-72.8178829,ROOFTOP
8931,"6315 St. Rt 29, Marcy, New York, 13403","6315 NY-291, Marcy, NY 13403, USA",43.1610089,-75.2948117,ROOFTOP
8940,"3007 Blossvale Road, McConnellsville, New York, 13401","Blossvale Rd, New York, USA",43.286183,-75.641991,GEOMETRIC_CENTER
8948,"226 Mendon-Ionia Rd, Mendon, New York, 14506","226 Mendon Ionia Rd, Honeoye Falls, NY 14472, USA",42.9826515,-77.5037611,ROOFTOP
8951,"275 Middle Island-Yaphank Rd, Middle Island, New York, 11953","275 Yaphank Middle Island Rd, Middle Island, NY 11953, USA",40.8599129,-72.92994,ROOFTOP
8953,"275 Middle Island-Yaphank Rd, Middle Island, New York, 11953","275 Yaphank Middle Island Rd, Middle Island, NY 11953, USA",40.8599129,-72.92994,ROOFTOP
8955,"8981 Telegraph Rd, Gasport, New York, 14105","8981 Telegraph Rd, Gasport, NY 14067, USA",43.2083299,-78.529484,ROOFTOP
8962,"1 Rosswyn Ln, Montgomery, New York, 12549","1 Rosswyn Ln, Montgomery, NY 12549, USA",41.5300439,-74.2028325,RANGE_INTERPOLATED
8965,"1 Kutsher Rd, Monticello, New York, 12701","1 Kutsher Rd, Monticello, NY 12701, USA",41.7021974,-74.6956726,RANGE_INTERPOLATED
8977,"1195 N Ave, New Rochelle, New York, 10804","1195 North Ave, New Rochelle, NY 10804, USA",40.9477775,-73.7874983,GEOMETRIC_CENTER
8982,"2501 N Main St (Route78), Newfane, New York, 14108","2501 Main St, Newfane, NY 14108, USA",43.289278,-78.7107786,RANGE_INTERPOLATED
8984,"Ro-Ki Blvd, Nichols, New York, 13812","Roki Blvd, Nichols, NY 13812, USA",42.0091007,-76.3739464,GEOMETRIC_CENTER
8986,"500 Searingtown Rd, North Hills, New York, 11576","500 Searingtown Rd, Roslyn, NY 11576, USA",40.7851044,-73.6617766,ROOFTOP
8992,"Hungry Harbor Rd, North Woodmere, New York, 11581","Hungry Harbor Rd, Hempstead, NY 11581, USA",40.6449173,-73.7213442,GEOMETRIC_CENTER
9001,"4955 New York 37, Ogdensburg, New York, 13669","4955 NY-37, Ogdensburg, NY 13669, USA",44.629607,-75.579091,ROOFTOP
9016,"8044 State Route 69, Oriskany, New York, 13424","8044 NY-69, Oriskany, NY 13424, USA",43.167667,-75.357466,ROOFTOP
9024,"7194 County Rte 132, Ovid, New York, 14521","County Rte 132, Conquest, NY, USA",43.1163634,-76.6182634,GEOMETRIC_CENTER
9035,"940 Wynnewood Rd, Pelham Manor, New York, 10803","940 Wynnewood Rd, Pelham, NY 10803, USA",40.8952852,-73.8012528,ROOFTOP
9048,"219 Plattekill Ardonia Rd, Plattekill, New York, 12589","219 Plattekill Ardonia Rd, Wallkill, NY 12589, USA",41.6274546,-74.0704154,RANGE_INTERPOLATED
9052,"110 Nannahgan Rd, Pleasantville, New York, 10570","110 Nannahagan Rd, Pleasantville, NY 10570, USA",41.132129,-73.782985,ROOFTOP
9053,"7200 Hamilton Rd, Pompey, New York, 13138","7200 Hamilton Rd, Jamesville, NY 13078, USA",42.912013,-76.026532,ROOFTOP
9057,"95 N St, Port Kent, New York, 12975","95 North St, Peru, NY 12972, USA",44.5298885,-73.4157864,ROOFTOP
9061,"6194 Route 56, Potsdam, New York, 13676","6194 NY-56, Potsdam, NY 13676, USA",44.632539,-74.960561,ROOFTOP
9069,"980 Anderson Hill Rd, Purchase, New York, 10577","980 Anderson Hill Rd, Rye Brook, NY 10573, USA",41.0417603,-73.6876812,RANGE_INTERPOLATED
9074,"RIIS Park, Queens, New York, 11694","Jacob Riis Park, Rockaway Beach Blvd, Rockaway Park, NY 11694, USA",40.5670695,-73.8717702,GEOMETRIC_CENTER
9083,"56 Louisville-Raymondville Rd, Raymondville, New York, 13667","56 Louisville-Raymondville Rd, Norfolk, NY 13667, USA",44.8522136,-74.9815887,RANGE_INTERPOLATED
9093,"3000 Sound Ave, Riverhead, New York, 11901","3000 Sound Ave, Riverhead, NY 11901, USA",40.9622986,-72.7188136,ROOFTOP
9106,"100 Fairway View Drive, Roscoe, New York, 12776","100 Fairway View Dr, Roscoe, NY 12776, USA",41.8864332,-74.9578924,RANGE_INTERPOLATED
9113,"1201 W Rush Rd, Rush, New York, 14543","1201 Rush West Rush Rd, Rush, NY 14543, USA",42.9836789,-77.6451557,ROOFTOP
9119,"975 Anderson Hill Rd, Rye Brook, New York, 10573","975 Anderson Hill Rd, Rye Brook, NY 10573, USA",41.0446822,-73.6894896,ROOFTOP
9120,"12870 NYS Route 3, Sackets Harbor, New York, 13685","12870 NY-3, Sackets Harbor, NY 13685, USA",43.9148153,-76.1145912,ROOFTOP
9122,"683 Barcelona Point Road, Sag Harbor, New York, 11963","Barcelona Point, Northwest Harbor, NY 11937, USA",41.0120436,-72.2636923,APPROXIMATE
9138,"384 Old Mamaroneck Rd, Scarsdale, New York, 10583","384 Old Mamaroneck Rd, Scarsdale, NY 10583, USA",41.0015362,-73.7632238,ROOFTOP
9157,"3635 Route 80, Sherburne, New York, 13460","3635 NY-80, Sherburne, NY 13460, USA",42.687142,-75.434987,ROOFTOP
9158,"1475 Sandhill Rd, Shortsville, New York, 14548","1475 Sand Hill Rd, Shortsville, NY 14548, USA",42.9611733,-77.258825,ROOFTOP
9166,"1000 West Hill Drive, Somers, New York, 10589","1000 West Hill Dr N, Somers, NY 10589, USA",41.3389435,-73.7035364,ROOFTOP
9167,"Route 36, Sonyea, New York, 14510","NY-36 & Sonyea Rd, Mt Morris, NY 14510, USA",42.7135137,-77.8668438,GEOMETRIC_CENTER
9177,"4704 Ridge Rd W, Spencerport, New York, 14559","4704 W Ridge Rd, Spencerport, NY 14559, USA",43.226564,-77.763377,ROOFTOP
9182,"144 Pro Shop Drive, Springfield Center, New York, 13468","144 Pro Shop Drive, Springfield Center, NY 13468, USA",42.8151972,-74.8884237,ROOFTOP
9183,"Cascade Dr, Springville, New York, 14141","S Cascade Dr, Springville, NY 14141, USA",42.5016069,-78.6896343,GEOMETRIC_CENTER
9184,"5371 Albany Post Rd., Staatsburg, New York, 12580","5371 Albany Post Rd, Staatsburg, NY 12580, USA",41.856591,-73.922016,ROOFTOP
9188,"4173 Main St, Star Lake, New York, 13690","4173 NY-3, Star Lake, NY 13690, USA",44.1643617,-75.0356112,ROOFTOP
9189,"1001 Richmond Hill Rd, Staten Island, New York, 10306","1001 Richmond Hill Rd, Staten Island, NY 10306, USA",40.5761225,-74.1468325,ROOFTOP
9192,"200 Huguenot Ave, Staten Island, New York, 10312","200 Huguenot Ave, Staten Island, NY 10312, USA",40.5505978,-74.206075,ROOFTOP
9200,"Route 23C, Tannersville, New York, 12485","Co Rd 23C, Tannersville, NY, USA",42.1996814,-74.1341172,GEOMETRIC_CENTER
9202,"151 5th Street, Thendara, New York, 13472","151 5th Ave, Thendara, NY 13472, USA",43.7064156,-74.9990179,ROOFTOP
9203,"100 Thiells Mt Ivy Rd, Thiells, New York, 10984","100 Thiells Mt Ivy Rd, Thiells, NY 10984, USA",41.2008529,-74.0323805,ROOFTOP
9207,"Center Park Dr, Tonawanda, New York, 14150","777 E Park Dr, Tonawanda, NY 14150, USA",42.990651,-78.897465,ROOFTOP
9209,"100 Troy Country Club Rd, Troy, New York, 12181","100 Troy Country Club Rd, Troy, NY 12180, USA",42.724022,-73.6399689,ROOFTOP
9220,"6300 State Route 5, Vernon, New York, 13476","6300 NY-5, Vernon, NY 13476, USA",43.067395,-75.46538,ROOFTOP
9221,"4727 Stony Brook Rd, Vernon, New York, 13478","4727 Stoney Brook Rd, Vernon, NY 13476, USA",43.09733,-75.5724,ROOFTOP
9235,"90 Mead St, Waccabuc, New York, 10597","90 Mead St, Waccabuc, NY 10597, USA",41.289914,-73.595689,ROOFTOP
9246,"1790 E River Rd, Waterloo, New York, 13165","1790 E River St, Waterloo, NY 13165, USA",42.89795,-76.84711,ROOFTOP
9247,"24201 New York State Route 342, Watertown, New York, 13601","24201 NY-342, Watertown, NY 13601, USA",44.048225,-75.8878359,ROOFTOP
9260,"42773 County Route 100, Wellesley Island, New York, 13640","County Rte 100, Fineview, NY 13640, USA",44.286436,-76.020825,GEOMETRIC_CENTER
9267,"Route 218 & Route 9W, West Point, New York, 10996","Rte 9W & NY-218, West Point, NY 10996, USA",41.3858645,-73.9951197,GEOMETRIC_CENTER
9269,"500 County Route 19, West Winfield, New York, 13364","500 Co Rte 19, Hudson, NY 12534, USA",42.1148225,-73.7851473,RANGE_INTERPOLATED
9270,"7428 East Main Rd, Westfield, New York, 14787","7428 E Main St, Westfield, NY 14787, USA",42.3123194,-79.5937135,RANGE_INTERPOLATED
9277,"1128 N St, White Plains, New York, 10605","1128 North St, White Plains, NY 10605, USA",41.0019346,-73.7272516,ROOFTOP
9278,"289 Dobbs Ferry Rd, White Plains, New York, 10607","289 Dobbs Ferry Rd, White Plains, NY 10607, USA",41.0382075,-73.8055566,ROOFTOP
9281,"2338 Co Rd 18, Whitehall, New York, 12887","2338 Co Rd 18, Whitehall, NY 12887, USA",43.526347,-73.267453,ROOFTOP
9285,"189 Castle Rd, Whitesboro, New York, 13492","189 Castle Rd, Whitesboro, NY 13492, USA",43.129889,-75.321292,ROOFTOP
9291,"5742 RT-23, Windham, New York, 12496","5742 NY-23, Windham, NY 12496, USA",42.304506,-74.2809735,ROOFTOP
9297,"1 S Woods Rd, Woodbury, New York, 11797","1 S Woods Rd, Woodbury, NY 11797, USA",40.821798,-73.4800067,ROOFTOP
9298,"101 Forest Park Dr, Woodhaven, New York, 11421","101 Forest Park Dr, Woodhaven, NY 11421, USA",40.6980396,-73.8659678,ROOFTOP
9302,"290 E Grassy Sprain Rd, Yonkers, New York, 10710","290 E Grassy Sprain Rd, Yonkers, NY 10710, USA",40.981674,-73.84056,ROOFTOP
9305,"12615 US HWY 15-501, Aberdeen, North Carolina, 28315","12615 US Hwy 15 501 N, Chapel Hill, NC 27517, USA",35.8591513,-79.082765,RANGE_INTERPOLATED
9308,"2512 Ten Ten Rd, Apex, North Carolina, 27502","2512 Ten-Ten Rd, Apex, NC 27539, USA",35.7114723,-78.8134873,GEOMETRIC_CENTER
9312,"5105 Old Lexington Rd, Asheboro, North Carolina, 27203","5105 Old Lexington Rd, Asheboro, NC 27205, USA",35.72535,-79.920187,ROOFTOP
9313,"421 Country Club Dr., Asheboro, North Carolina, 27203","421 Country Club Dr, Asheboro, NC 27205, USA",35.6867125,-79.8198172,ROOFTOP
9314,"247 Pinewood Rd, Asheboro, North Carolina, 27203","247 Pinewood Rd, Asheboro, NC 27205, USA",35.624798,-79.812197,ROOFTOP
9318,"25 Rockrose, Banner Elk, North Carolina, 28604","Dobbins Rd, Banner Elk, NC 28604, USA",36.1525681,-81.8354954,GEOMETRIC_CENTER
9319,"1000 Clubhouse Drive, Banner Elk, North Carolina, 28604","1000 Club House Dr, Banner Elk, NC 28604, USA",36.1569692,-81.8985057,ROOFTOP
9320,"1054 Sugar Mountain Dr, Banner Elk, North Carolina, 28604","1054 Sugar Mountain Dr, Sugar Mountain, NC 28604, USA",36.1295295,-81.855867,ROOFTOP
9326,"17 Ross Dr, Black Mountain, North Carolina, 28711","17 Ross Dr, Black Mountain, NC 28711, USA",35.6261726,-82.3337651,RANGE_INTERPOLATED
9336,"29 Cardinal Rd, Brevard, North Carolina, 28712","29 Cardinal Rd, Brevard, NC 28712, USA",35.1489781,-82.6919755,ROOFTOP
9339,"216 Country Club Drive, Buies Creek, North Carolina, 27506","216 Country Club Dr, Lillington, NC 27546, USA",35.398428,-78.751522,ROOFTOP
9343,"11484 State Hwy. 80 South, Burnsville, North Carolina, 28714","11484 NC-80, Burnsville, NC 28714, USA",35.7801673,-82.2040991,ROOFTOP
9344,"311 Clubhouse Drive, Burnsville, North Carolina, 28714","311 Club House Dr, Burnsville, NC 28714, USA",35.870683,-82.346455,ROOFTOP
9349,"541 McLamb Road, Calabash, North Carolina, 28467","541 McLamb Rd NW, Calabash, NC 28467, USA",33.9206058,-78.6198096,ROOFTOP
9352,"2015 Brewster Blvd, Camp Lejeune, North Carolina, 28547","Brewster Blvd, Jacksonville, NC 28547, USA",34.7153851,-77.3684731,GEOMETRIC_CENTER
9356,"2511 Kildaire Farm Rd, Cary, North Carolina, 27511","2511 Kildaire Farm Rd, Cary, NC 27518, USA",35.7262548,-78.7765308,ROOFTOP
